1,102,10561,11065,7364,11913
2,103,10756,11764,7819,12463
3,104,10754,11715,8127,12381
4,105,10528,11229,8400,12965
5,106,9731,10529,8384,12984
6,107,9636,10471,8684,12812
7,108,9407,10040,8894,12927
8,109,9140,9789,8824,12888
9,110,8719,9333,9350,13576
10,111,7753,8380,10525,14937
11,112,7548,8257,10635,14941
12,113,7473,8018,10626,14723
